X: -108.000000, Y: -49.000000, Z: -47.000000, Data: 0.300000
X: -108.000000, Y: -49.000000, Z: -48.000000, Data: 0.357500
X: -108.000000, Y: -49.000000, Z: -49.000000, Data: 0.422500
X: -108.000000, Y: -49.000000, Z: -50.000000, Data: 0.482500
X: -108.000000, Y: -49.000000, Z: -51.000000, Data: 0.551250
X: -108.000000, Y: -49.000000, Z: -52.000000, Data: 0.621250
X: -108.000000, Y: -49.000000, Z: -53.000000, Data: 0.732500
X: -108.000000, Y: -49.000000, Z: -54.000000, Data: 0.847500
X: -108.000000, Y: -49.000000, Z: -55.000000, Data: 0.858750
X: -108.000000, Y: -49.000000, Z: -56.000000, Data: 0.978750
X: -108.000000, Y: -49.000000, Z: -57.000000, Data: 1.115000
X: -108.000000, Y: -49.000000, Z: -58.000000, Data: 1.202500
X: -108.000000, Y: -49.000000, Z: -59.000000, Data: 1.305000
X: -108.000000, Y: -49.000000, Z: -60.000000, Data: 1.411250
X: -108.000000, Y: -49.000000, Z: -61.000000, Data: 1.533750
X: -108.000000, Y: -49.000000, Z: -62.000000, Data: 1.656250
X: -108.000000, Y: -49.000000, Z: -63.000000, Data: 1.785000
X: -108.000000, Y: -49.000000, Z: -64.000000, Data: 1.880000
X: -108.000000, Y: -49.000000, Z: -65.000000, Data: 2.010000
X: -108.000000, Y: -49.000000, Z: -66.000000, Data: 2.181250
X: -108.000000, Y: -49.000000, Z: -67.000000, Data: 2.263750
X: -108.000000, Y: -49.000000, Z: -68.000000, Data: 2.361250
X: -108.000000, Y: -49.000000, Z: -69.000000, Data: 2.491250
X: -108.000000, Y: -49.000000, Z: -70.000000, Data: 2.601250
X: -108.000000, Y: -49.000000, Z: -71.000000, Data: 2.691250
X: -108.000000, Y: -49.000000, Z: -72.000000, Data: 2.671250
X: -108.000000, Y: -49.000000, Z: -73.000000, Data: 2.793750
X: -108.000000, Y: -49.000000, Z: -74.000000, Data: 2.876250
X: -108.000000, Y: -49.000000, Z: -75.000000, Data: 2.960000
X: -108.000000, Y: -49.000000, Z: -76.000000, Data: 2.955000
X: -108.000000, Y: -49.000000, Z: -77.000000, Data: 2.980000
X: -108.000000, Y: -49.000000, Z: -78.000000, Data: 3.066250
X: -108.000000, Y: -49.000000, Z: -79.000000, Data: 3.092500
X: -108.000000, Y: -49.000000, Z: -80.000000, Data: 3.061250
X: -108.000000, Y: -49.000000, Z: -81.000000, Data: 3.138750
X: -108.000000, Y: -49.000000, Z: -82.000000, Data: 3.106250
X: -108.000000, Y: -49.000000, Z: -83.000000, Data: 3.083750
X: -108.000000, Y: -49.000000, Z: -84.000000, Data: 3.067500
X: -108.000000, Y: -49.000000, Z: -85.000000, Data: 3.018750
X: -108.000000, Y: -49.000000, Z: -86.000000, Data: 2.951250
X: -108.000000, Y: -49.000000, Z: -87.000000, Data: 2.977500
X: -108.000000, Y: -49.000000, Z: -88.000000, Data: 2.907500
X: -108.000000, Y: -49.000000, Z: -89.000000, Data: 2.880000
X: -108.000000, Y: -49.000000, Z: -90.000000, Data: 2.777500
X: -108.000000, Y: -49.000000, Z: -91.000000, Data: 2.717500
X: -108.000000, Y: -49.000000, Z: -92.000000, Data: 2.683750
X: -108.000000, Y: -49.000000, Z: -93.000000, Data: 2.637500
X: -108.000000, Y: -49.000000, Z: -94.000000, Data: 2.593750
X: -108.000000, Y: -49.000000, Z: -95.000000, Data: 2.570000
X: -108.000000, Y: -49.000000, Z: -96.000000, Data: 2.533750
X: -108.000000, Y: -49.000000, Z: -97.000000, Data: 2.427500
X: -108.000000, Y: -50.000000, Z: -97.000000, Data: 2.427500
X: -108.000000, Y: -50.000000, Z: -96.000000, Data: 2.513750
X: -108.000000, Y: -50.000000, Z: -95.000000, Data: 2.540000
X: -108.000000, Y: -50.000000, Z: -94.000000, Data: 2.568750
X: -108.000000, Y: -50.000000, Z: -93.000000, Data: 2.650000
X: -108.000000, Y: -50.000000, Z: -92.000000, Data: 2.698750
X: -108.000000, Y: -50.000000, Z: -91.000000, Data: 2.748750
X: -108.000000, Y: -50.000000, Z: -90.000000, Data: 2.801250
