X: -128.000000, Y: -49.000000, Z: -47.000000, Data: 1.998750
X: -128.000000, Y: -49.000000, Z: -48.000000, Data: 2.182500
X: -128.000000, Y: -49.000000, Z: -49.000000, Data: 2.350000
X: -128.000000, Y: -49.000000, Z: -50.000000, Data: 2.537500
X: -128.000000, Y: -49.000000, Z: -51.000000, Data: 2.708750
X: -128.000000, Y: -49.000000, Z: -52.000000, Data: 2.876250
X: -128.000000, Y: -49.000000, Z: -53.000000, Data: 3.060000
X: -128.000000, Y: -49.000000, Z: -54.000000, Data: 3.227500
X: -128.000000, Y: -49.000000, Z: -55.000000, Data: 3.428750
X: -128.000000, Y: -49.000000, Z: -56.000000, Data: 3.550000
X: -128.000000, Y: -49.000000, Z: -57.000000, Data: 3.601250
X: -128.000000, Y: -49.000000, Z: -58.000000, Data: 3.802500
X: -128.000000, Y: -49.000000, Z: -59.000000, Data: 3.911250
X: -128.000000, Y: -49.000000, Z: -60.000000, Data: 4.035000
X: -128.000000, Y: -49.000000, Z: -61.000000, Data: 4.137500
X: -128.000000, Y: -49.000000, Z: -62.000000, Data: 4.245000
X: -128.000000, Y: -49.000000, Z: -63.000000, Data: 4.245000
X: -128.000000, Y: -49.000000, Z: -64.000000, Data: 4.292500
X: -128.000000, Y: -49.000000, Z: -65.000000, Data: 4.353750
X: -128.000000, Y: -49.000000, Z: -66.000000, Data: 4.426250
X: -128.000000, Y: -49.000000, Z: -67.000000, Data: 4.443750
X: -128.000000, Y: -49.000000, Z: -68.000000, Data: 4.431250
X: -128.000000, Y: -49.000000, Z: -69.000000, Data: 4.481250
X: -128.000000, Y: -49.000000, Z: -70.000000, Data: 4.431250
X: -128.000000, Y: -49.000000, Z: -71.000000, Data: 4.413750
X: -128.000000, Y: -49.000000, Z: -72.000000, Data: 4.421250
X: -128.000000, Y: -49.000000, Z: -73.000000, Data: 4.298750
X: -128.000000, Y: -49.000000, Z: -74.000000, Data: 4.285000
X: -128.000000, Y: -49.000000, Z: -75.000000, Data: 4.221250
X: -128.000000, Y: -49.000000, Z: -76.000000, Data: 4.086250
X: -128.000000, Y: -49.000000, Z: -77.000000, Data: 3.990000
X: -128.000000, Y: -49.000000, Z: -78.000000, Data: 3.916250
X: -128.000000, Y: -49.000000, Z: -79.000000, Data: 3.722500
X: -128.000000, Y: -49.000000, Z: -80.000000, Data: 3.633750
X: -128.000000, Y: -49.000000, Z: -81.000000, Data: 3.475000
X: -128.000000, Y: -49.000000, Z: -82.000000, Data: 3.343750
X: -128.000000, Y: -49.000000, Z: -83.000000, Data: 3.207500
X: -128.000000, Y: -49.000000, Z: -84.000000, Data: 3.015000
X: -128.000000, Y: -49.000000, Z: -85.000000, Data: 2.855000
X: -128.000000, Y: -49.000000, Z: -86.000000, Data: 2.750000
X: -128.000000, Y: -49.000000, Z: -87.000000, Data: 2.562500
X: -128.000000, Y: -49.000000, Z: -88.000000, Data: 2.442500
X: -128.000000, Y: -49.000000, Z: -89.000000, Data: 2.266250
X: -128.000000, Y: -49.000000, Z: -90.000000, Data: 2.140000
X: -128.000000, Y: -49.000000, Z: -91.000000, Data: 2.056250
X: -128.000000, Y: -49.000000, Z: -92.000000, Data: 1.900000
X: -128.000000, Y: -49.000000, Z: -93.000000, Data: 1.738750
X: -128.000000, Y: -49.000000, Z: -94.000000, Data: 1.706250
X: -128.000000, Y: -49.000000, Z: -95.000000, Data: 1.617500
X: -128.000000, Y: -49.000000, Z: -96.000000, Data: 1.526250
X: -128.000000, Y: -49.000000, Z: -97.000000, Data: 1.408750
X: -128.000000, Y: -50.000000, Z: -97.000000, Data: 1.343750
X: -128.000000, Y: -50.000000, Z: -96.000000, Data: 1.453750
X: -128.000000, Y: -50.000000, Z: -95.000000, Data: 1.532500
X: -128.000000, Y: -50.000000, Z: -94.000000, Data: 1.625000
X: -128.000000, Y: -50.000000, Z: -93.000000, Data: 1.706250
X: -128.000000, Y: -50.000000, Z: -92.000000, Data: 1.858750
X: -128.000000, Y: -50.000000, Z: -91.000000, Data: 2.006250
X: -128.000000, Y: -50.000000, Z: -90.000000, Data: 2.141250
X: -128.000000, Y: -50.000000, Z: -89.000000, Data: 2.226250
X: -128.000000, Y: -50.000000, Z: -88.000000, Data: 2.371250
X: -128.000000, Y: -50.000000, Z: -87.000000, Data: 2.545000
X: -128.000000, Y: -50.000000, Z: -86.000000, Data: 2.687500
X: -128.000000, Y: -50.000000, Z: -85.000000, Data: 2.855000
X: -128.000000, Y: -50.000000, Z: -84.000000, Data: 3.023750
X: -128.000000, Y: -50.000000, Z: -83.000000, Data: 3.170000
X: -128.000000, Y: -50.000000, Z: -82.000000, Data: 3.352500
X: -128.000000, Y: -50.000000, Z: -81.000000, Data: 3.470000
